Title,Document,EPA.Comment.Letter.Date,Federal.Register.Date,Agency,State,eis_url,EIS_ID,EIS.Title,EIS.Number,Document.Type,EIS.Comment.Due..Review.Period.Date,Amended.Notice.Date,Amended.Notice,Supplemental.Information,Website,State.or.Territory,Lead.Agency,Contact.Name,Contact.Phone,Rating..if.Draft.EIS.
Mammoth Base Area Land Exchange,Draft,08/08/2017,07/07/2017,Forest Service,CA,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=235268,235268,Mammoth Base Area Land Exchange,20170119,Draft,2017-08-2100:00:00.0,NA,NA,NA,NA,CA,Forest Service,Janelle Walker,760-924-5523,LO
ADOPTION - Mountain Valley Project and Equitrans Expansion Project,Final,07/31/2017,06/30/2017,Forest Service,WV,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=235163,235163,ADOPTION - Mountain Valley Project and Equitrans Expansion Project,20170115,Final,NA,NA,NA,"
					The U.S. Department of Agriculture's Forest Service (USFS) has adopted the Federal Energy Regulatory Commission's FEIS #20170112, filed with EPA 06/22/2017. The USFS was a cooperating agency for this project.  Therefore, re-circulation of the document is not necessary under Section 1506.3(c) of the CEQ Regulations.",NA,WV,Forest Service,Karen Overcash,540-265-5175,NA
ADOPTION - Proposed Land use Plan Amendment for the Boardman to Hemingway Transmission Line Project,Final,NA,06/30/2017,Forest Service,OR,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=235132,235132,ADOPTION - Proposed Land use Plan Amendment for the Boardman to Hemingway Transmission Line Project,20170116,Final,NA,NA,NA,"
					The U.S. Department of Agriculture's Forest Service (USFS) has adopted the U.S. Department of the Interior's Bureau of Land Management's FEIS # 20160278, filed with EPA 11/18/2016.  The USFS was a cooperating agency for this project.  Therefore, recirculation  of this EIS is not necessary under Section 1506.3(c) of the CEQ Regulations.",NA,OR,Forest Service,Arlene Blumton,541-962-8522,NA
Horse Creek Community Protection and Forest Restoration Project,Final,NA,06/23/2017,Forest Service,CA,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=234420,234420,Horse Creek Community Protection and Forest Restoration Project,20170107,Final,2017-08-0700:00:00.0,NA,NA,NA,NA,CA,Forest Service,Lisa Bousfield,530-493-1766,NA
Ten Cent Community Wildfire Protection Project,Final,NA,06/23/2017,Forest Service,OR,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=234301,234301,Ten Cent Community Wildfire Protection Project,20170104,Final,2017-08-0700:00:00.0,NA,NA,NA,NA,OR,Forest Service,Andrew Stinchfield,541-427-5397,NA
Enlargement of Monument No. 1 and Hunter Reservoirs,Draft Supplement,07/31/2017,06/16/2017,Forest Service,CO,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=234141,234141,Enlargement of Monument No. 1 and Hunter Reservoirs,20170103,Draft Supplement,2017-07-3100:00:00.0,NA,NA,NA,NA,CO,Forest Service,Clay Speas,970-874-6650,EC2
Federal Coal Lease Modifications COC-1362 & COC-67232,Draft Supplement,07/24/2017,06/09/2017,Forest Service,CO,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=233669,233669,Federal Coal Lease Modifications COC-1362 & COC-67232,20170097,Draft Supplement,2017-07-2400:00:00.0,NA,NA,NA,NA,CO,Forest Service,Niccole Mortenson,406-329-3163,EC2
Littlerock Reservoir  Sediment Removal Project,Final,NA,05/19/2017,Forest Service,CA,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=232401,232401,Littlerock Reservoir  Sediment Removal Project,20170083,Final,2017-06-1900:00:00.0,NA,NA,NA,NA,CA,Forest Service,Chinling Chen,626-574-5255,NA
Shoshone National Forest Land Management Plan Supplement,Draft Supplement,07/27/2017,05/12/2017,Forest Service,WY,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=232159,232159,Shoshone National Forest Land Management Plan Supplement,20170079,Draft Supplement,2017-08-1000:00:00.0,NA,NA,NA,NA,WY,Forest Service,Casey McQuiston,307-578-5134,LO
Upper Monument Creek Landscape Restoration,Final,06/26/2017,05/12/2017,Forest Service,CO,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=232141,232141,Upper Monument Creek Landscape Restoration,20170077,Final,2017-06-2600:00:00.0,NA,NA,NA,NA,CO,Forest Service,John Dow,719-553-1476,NA
Pine Mountain Late-Successional Reserve Habitat Protection and Enhancement,Draft,06/19/2017,05/05/2017,Forest Service,CA,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=231796,231796,Pine Mountain Late-Successional Reserve Habitat Protection and Enhancement,20170072,Draft,2017-06-1900:00:00.0,NA,NA,NA,NA,CA,Forest Service,April Hargis,707-275-1410,LO
Ochoco Summit Trail System,Final Supplement,NA,04/28/2017,Forest Service,OR,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=231327,231327,Ochoco Summit Trail System,20170066,Final Supplement,2017-05-3000:00:00.0,NA,NA,NA,NA,OR,Forest Service,Marcy Anderson,541-416-6463,NA
Horse Creek Community Protection and Forest Restoration Project,Draft,06/06/2017,04/28/2017,Forest Service,CA,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=231243,231243,Horse Creek Community Protection and Forest Restoration Project,20170064,Draft,2017-06-1300:00:00.0,NA,NA,NA,NA,CA,Forest Service,Lisa Bousfield,530-493-1766,LO
Power Fire Reforestation,Draft,06/05/2017,04/21/2017,Forest Service,CA,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=231122,231122,Power Fire Reforestation,20170062,Draft,2017-06-0500:00:00.0,NA,NA,NA,NA,CA,Forest Service,Marc Young,209-295-5955,EC2
Center Horse Landscape Restoration Project,Final,05/02/2017,04/21/2017,Forest Service,MT,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=230999,230999,Center Horse Landscape Restoration Project,20170058,Final,2017-05-2200:00:00.0,NA,NA,NA,NA,MT,Forest Service,Tami Paulsen,406-329-3731,NA
Designated Routes and Areas for Motor Vehicle Use (DRAMVU),Final,04/19/2017,04/14/2017,Forest Service,ID,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=230873,230873,Designated Routes and Areas for Motor Vehicle Use (DRAMVU),20170056,Final,2017-05-1500:00:00.0,NA,NA,NA,NA,ID,Forest Service,Jennie Fischer,208-983-4048,NA
Snowmass Multi-Season Recreation Projects,Final,04/26/2017,03/24/2017,Forest Service,CO,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=229595,229595,Snowmass Multi-Season Recreation Projects,20170044,Final,2017-05-0100:00:00.0,NA,NA,NA,NA,CO,Forest Service,Roger Poirier,970-945-3245,NA
Smith River NRA Restoration and Motorized Travel Management,Final,04/25/2017,03/24/2017,Forest Service,CA,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=229081,229081,Smith River NRA Restoration and Motorized Travel Management,20170040,Final,2017-04-2400:00:00.0,NA,NA,NA,NA,CA,Forest Service,Carol Spinos,707-441-3561,NA
Green Mountain Project,Final,05/10/2017,03/24/2017,Forest Service,OR,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=229049,229049,Green Mountain Project,20170039,Final,2017-05-1000:00:00.0,NA,NA,NA,NA,OR,Forest Service,Dean Schlichting,541-822-7214,NA
Winschell Dugway Motorized Trail Project,Draft,05/08/2017,03/24/2017,Forest Service,ID,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=228904,228904,Winschell Dugway Motorized Trail Project,20170038,Draft,2017-05-0800:00:00.0,NA,NA,NA,NA,ID,Forest Service,Jessica Taylor,208-557-5837,EC2
Galton Vegetation Management,Final,04/20/2017,03/24/2017,Forest Service,MT,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=228874,228874,Galton Vegetation Management,20170037,Final,2017-04-2700:00:00.0,NA,NA,NA,NA,MT,Forest Service,Ron Komac,406-296-2536 x7130,NA
Shoreline II Outfitter/Guide,Final,03/28/2017,03/17/2017,Forest Service,AK,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=228784,228784,Shoreline II Outfitter/Guide,20170036,Final,2017-04-1700:00:00.0,NA,NA,NA,NA,AK,Forest Service,Carey Case,907-772-5906,NA
Johnson Bar Fire Salvage,Final Supplement,04/10/2017,03/17/2017,Forest Service,ID,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=228749,228749,Johnson Bar Fire Salvage,20170035,Final Supplement,2017-04-1700:00:00.0,NA,NA,NA,NA,ID,Forest Service,Tam White,208-926-6416,NA
Trinity Post Fire Hazard Reduction and Salvage,Draft,05/01/2017,03/17/2017,Forest Service,CA,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=228729,228729,Trinity Post Fire Hazard Reduction and Salvage,20170034,Draft,2017-05-0100:00:00.0,NA,NA,NA,NA,CA,Forest Service,Thomas Hall,530-628-1200,LO
Ringo Project,Draft,04/28/2017,03/17/2017,Forest Service,OR,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=228697,228697,Ringo Project,20170032,Draft,2017-05-0100:00:00.0,2017-07-2100:00:00.0,Revision to FR Notice Published 03/17/2017; Reopening Comment to end 09/05/2017,NA,NA,OR,Forest Service,Lillian Cross,541-433-3200,LO
Big Creek Hot Springs Geothermal Leasing,Draft,05/01/2017,03/10/2017,Forest Service,ID,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=228601,228601,Big Creek Hot Springs Geothermal Leasing,20170031,Draft,2017-07-0300:00:00.0,2017-06-0200:00:00.0,Revision to FR Notice Published 03/17/2017; Reopening the Comment Period to End 07/03/2017,NA,NA,ID,Forest Service,Julie Hopkins,208-756-5279,LO
Teton to Snake Fuels Management,Final,03/14/2017,02/24/2017,Forest Service,WY,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=228193,228193,Teton to Snake Fuels Management,20170026,Final,2017-03-2700:00:00.0,NA,NA,NA,NA,WY,Forest Service,Steve Markason,307-739-5431,NA
Francis Marion Forest Plan Revision,Revised Final,NA,02/10/2017,Forest Service,SC,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=227881,227881,Francis Marion Forest Plan Revision,20170024,Revised Final,2017-03-1300:00:00.0,NA,NA,NA,NA,SC,Forest Service,Mary Morrison,803-561-4058,NA
Strategic Community Fuelbreak Improvement Project,Draft,03/09/2017,01/27/2017,Forest Service,CA,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=227398,227398,Strategic Community Fuelbreak Improvement Project,20170016,Draft,2017-03-1300:00:00.0,NA,NA,NA,NA,CA,Forest Service,Jeff Kwasny,831-667-1126,LO
Camp Tatiyee Land Exchange,Final,NA,01/23/2017,Forest Service,AZ,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=227250,227250,Camp Tatiyee Land Exchange,20170015,Final,2017-02-2100:00:00.0,NA,NA,NA,NA,AZ,Forest Service,Randall Chavez,928-368-2106,NA
Lookout Pass Ski Area Expansion EIS,Final,NA,01/13/2017,Forest Service,Multi,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=226803,226803,Lookout Pass Ski Area Expansion EIS,20170010,Final,2017-02-2700:00:00.0,NA,NA,NA,NA,ID-MT,Forest Service,Shoshana Cooper,208-765-7211,NA
Energy Gateway South Powerline (EGS),Final,02/08/2017,01/13/2017,Forest Service,UT,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=226576,226576,Energy Gateway South Powerline (EGS),20170008,Final,2017-02-2700:00:00.0,NA,NA,NA,NA,UT,Forest Service,Kenton Call,435-691-0768,NA
Transwest Express Powerline (TWE),Final,NA,01/13/2017,Forest Service,UT,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=226431,226431,Transwest Express Powerline (TWE),20170006,Final,2017-02-2700:00:00.0,NA,NA,NA,NA,UT,Forest Service,Charles Call,435-691-0768,NA
South Gravelly Allotment Management Plans,Draft,02/27/2017,01/13/2017,Forest Service,MT,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=226173,226173,South Gravelly Allotment Management Plans,20170001,Draft,2017-02-2700:00:00.0,NA,NA,NA,NA,MT,Forest Service,Jake Stewart,406-682-4253,EC2
Magone Project,Final,NA,01/06/2017,Forest Service,OR,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=225654,225654,Magone Project,20160320,Final,2017-02-1300:00:00.0,NA,NA,NA,NA,OR,Forest Service,Sasha Fertig,541-575-3061,NA
South Quarry Plan of Operation,Draft,02/13/2017,12/30/2016,Forest Service,CA,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=224977,224977,South Quarry Plan of Operation,20160314,Draft,2017-02-1300:00:00.0,NA,NA,NA,NA,CA,Forest Service,Scott Eliason,909-382-2830,EC2
Oil and Gas Leasing in Portions of the Wyoming Range in the Bridger-Teton National Forest,Final,01/17/2017,12/16/2016,Forest Service,WY,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=224106,224106,Oil and Gas Leasing in Portions of the Wyoming Range in the Bridger-Teton National Forest,20160308,Final,2017-01-1700:00:00.0,NA,NA,NA,NA,WY,Forest Service,Donald Kranendonk,435-781-5245,NA
Johnson Bar Fire Salvage Project,Draft Supplement,01/30/2017,12/16/2016,Forest Service,ID,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=223171,223171,Johnson Bar Fire Salvage Project,20160303,Draft Supplement,2017-01-3000:00:00.0,NA,NA,NA,NA,ID,Forest Service,Sara Daugherty,208-935-4263,LO
Ten Lakes Travel Management Project,Draft,02/14/2017,12/16/2016,Forest Service,MT,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=223654,223654,Ten Lakes Travel Management Project,20160298,Draft,2017-02-1400:00:00.0,2017-01-1300:00:00.0,Revision to FR Notice Published 12/16/2016; Extending Comment Period from 1/30/2017 to 2/14/2017,NA,NA,MT,Forest Service,Bryan Donner,406-296-2536,LO
Snowmass Multi-Season Recreation Projects,Draft,01/09/2017,11/25/2016,Forest Service,CO,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=222489,222489,Snowmass Multi-Season Recreation Projects,20160281,Draft,2017-01-1100:00:00.0,NA,NA,NA,NA,CO,Forest Service,Roger Poirier,970-945-3245,EC2
Pack and Saddle Stock Outfitter-Guide Special Use Permit Issuance,Draft Supplement,01/11/2017,11/25/2016,Forest Service,WA,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=222152,222152,Pack and Saddle Stock Outfitter-Guide Special Use Permit Issuance,20160275,Draft Supplement,2017-01-0900:00:00.0,NA,NA,NA,NA,WA,Forest Service,Jennifer Zbyszewski,509-996-4021,LO
Rulemaking for Colorado Roadless Areas,Final Supplement,12/19/2016,11/18/2016,Forest Service,CO,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=221553,221553,Rulemaking for Colorado Roadless Areas,20160272,Final Supplement,2016-12-1900:00:00.0,NA,NA,NA,NA,CO,Forest Service,Jason Robertson,303-275-5470,NA
Beaverhead-Deerlodge National Forest Land and Resource Management Plan to Comply with the District Court Order (Bighorn Sheep) 2009 Revised Forest Plan,Draft Supplement,02/09/2017,11/10/2016,Forest Service,MT,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=220924,220924,Beaverhead-Deerlodge National Forest Land and Resource Management Plan to Comply with the District Court Order (Bighorn Sheep) 2009 Revised Forest Plan,20160265,Draft Supplement,2017-02-0900:00:00.0,NA,NA,NA,NA,MT,Forest Service,Jan Bowey,406-683-3853,LO
Coeur d Alene Basin Natural Resource Restoration Plan,Draft,01/13/2017,11/10/2016,Forest Service,ID,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=220695,220695,Coeur d Alene Basin Natural Resource Restoration Plan,20160261,Draft,2017-04-1700:00:00.0,2017-03-1700:00:00.0,Revision to FR Notice Published 11/10/2016; Reopening Comment Period from 01/13/2017 to 04/17/2017,NA,NA,ID,Forest Service,Jo Christensen,208-765-7417,EC1
Upper Monument Creek Landscape Restoration,Draft,12/19/2016,11/04/2016,Forest Service,CO,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=220145,220145,Upper Monument Creek Landscape Restoration,20160259,Draft,2016-12-1900:00:00.0,NA,NA,NA,NA,CO,Forest Service,Carin Vadala,719-636-1602,EC2
Government Camp - Cooper Spur Land Exchange,Draft,01/26/2017,10/28/2016,Forest Service,OR,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=219737,219737,Government Camp - Cooper Spur Land Exchange,20160249,Draft,2017-01-2600:00:00.0,NA,NA,NA,NA,OR,Forest Service,Michelle Lombardo,503-668-1796,EC2
Ten Cent Community Wildfire Protection Project,Draft,12/05/2016,10/21/2016,Forest Service,OR,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=219178,219178,Ten Cent Community Wildfire Protection Project,20160239,Draft,2016-12-0500:00:00.0,NA,NA,NA,NA,OR,Forest Service,Andrew Stinchfield,541-427-5397,LO
Beasley Pond Analysis Area,Final,11/29/2016,10/21/2016,Forest Service,FL,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=219146,219146,Beasley Pond Analysis Area,20160237,Final,2016-12-0500:00:00.0,NA,NA,NA,NA,FL,Forest Service,Branden Tolver,850-926-3561,NA
Upper Green River Area Rangeland Project,Draft,11/21/2016,10/07/2016,Forest Service,WY,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=218319,218319,Upper Green River Area Rangeland Project,20160227,Draft,2016-11-2100:00:00.0,NA,NA,NA,NA,WY,Forest Service,Dave Booth,307-367-5754,EC2
La Garita Hills Restoration Project,Draft,11/10/2016,09/30/2016,Forest Service,CO,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=218202,218202,La Garita Hills Restoration Project,20160224,Draft,2016-11-1400:00:00.0,NA,NA,NA,NA,CO,Forest Service,Diana McGinn,719-852-6241,EC2
Sawtooth and Boise National Forest Invasive Species Project,Draft,NA,09/30/2016,Forest Service,Multi,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=217873,217873,Sawtooth and Boise National Forest Invasive Species Project,20160217,Draft,2016-11-1400:00:00.0,NA,NA,NA,NA,ID-UT,Forest Service,Carol Brown,208-622-0098,NA
El Yunque National Forest Plan Revision,Draft,12/29/2016,09/30/2016,Forest Service,PR,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=217775,217775,El Yunque National Forest Plan Revision,20160215,Draft,2016-12-2900:00:00.0,NA,NA,NA,NA,PR,Forest Service,Pedro Rios,787-888-1880,EC2
Forestwide Site-Specific Invasive Plant Management,Final,NA,09/30/2016,Forest Service,WA,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=217741,217741,Forestwide Site-Specific Invasive Plant Management,20160213,Final,2016-10-3100:00:00.0,NA,NA,NA,NA,WA,Forest Service,Brigitte Ranne,509-682-4941,NA
Lassen National Forest Over-Snow Vehicle(OSV) Use Designation,Final,NA,09/16/2016,Forest Service,CA,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=217628,217628,Lassen National Forest Over-Snow Vehicle(OSV) Use Designation,20160210,Final,2016-10-1700:00:00.0,NA,NA,NA,NA,CA,Forest Service,Chris Obrien,530-252-6698,NA
Los Padres Tamarisk Removal,Final,NA,09/16/2016,Forest Service,CA,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=217364,217364,Los Padres Tamarisk Removal,20160206,Final,2016-10-2600:00:00.0,NA,NA,NA,NA,CA,Forest Service,Kyle Kinports,805-961-5710,NA
Arapahoe Basin Ski Area Projects,Final,NA,08/12/2016,Forest Service,CO,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=213201,213201,Arapahoe Basin Ski Area Projects,20160183,Final,2016-09-1900:00:00.0,NA,NA,NA,NA,CO,Forest Service,Matthew Ehrman,970-945-3212,NA
"Lower Yaak, OBrien, Sheep Project",Final,08/30/2016,08/05/2016,Forest Service,MT,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=212807,212807,"Lower Yaak, OBrien, Sheep Project",20160179,Final,2016-09-0600:00:00.0,NA,NA,NA,NA,MT,Forest Service,Miles Friend,406-295-4693,NA
Lower Joseph Creek Restoration Project,Final,NA,07/22/2016,Forest Service,OR,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=211901,211901,Lower Joseph Creek Restoration Project,20160166,Final,2016-08-2300:00:00.0,NA,NA,NA,NA,OR,Forest Service,Anne Thomas,541-278-3860,NA
